Source          Target         
11087260        20140244309    
11087260        20180374030    
11087260        9892443        
11087260        10257181       
11087260        20090138276    
11087260        7917963        
11087260        8041913        
11087260        9825928        
11087260        8019881        
11087260        7752124        
11087260        6983221        
11087260        7013290        
11087260        20150106948    
11087260        9542568        
11087260        20170278117    
11087260        10158676       
11087260        8713098        
11087260        20080120699    
11087260        8805806        
11087260        8561153        
11087260        8024384        
11087260        7873541        
11087260        10885485       
11087260        20090144702    
11087260        8380743        
11087260        8935804        
11087260        5560005        
11087260        10628553       
11087260        20190294818    
11087260        9021469        
11087260        9386104        
11087260        10311492       
11087260        9842042        
11087260        7529836        
11087260        7290275        
11087260        9842349        
11087260        8621637        
11087260        10019591       
11087260        20180219917    
11087260        10454934       
11087260        9769124        
11087260        20100281313    
11087260        20130311224    
11087260        7788632        
11087260        20140278663    
11087260        7958087        
11087260        9832633        
11087260        9882935        
11087260        20150309813    
11087260        20160125749    
11087260        9202085        
11087260        9642008        
11087260        10387559       
11087260        7552480        
11087260        20160125751    
11087260        20200302089    
11087260        7603356        
11087260        20140040134    
11087260        9704103        
11087260        20030131093    
11087260        7003662        
11087260        10289866       
11087260        9977904        
11087260        9465702        
11087260        9760620        
11087260        20170034101    
11087260        9877138        
11087260        20140032259    
11087260        8589183        
11087260        9460171        
11087260        20170206707    
11087260        10659566       
11087260        7877812        
11087260        9135261        
11087260        7685561        
11087260        10019588       
11087260        7356559        
11087260        10361857       
11087260        20110209067    
11087260        10212175       
11087260        8539437        
11087260        9817978        
11087260        7284232        
11087260        10187363       
11087260        8955038        
11087260        20150235049    
11087260        10481763       
11087260        7412402        
11087260        9356961        
11087260        9749408        
11087260        9912810        
11087260        8255468        
11087260        9984252        
11087260        20170032408    
11087260        8364713        
11087260        7480755        
11087260        9009851        
11087260        20040193907    
11087260        20140188956    
11087260        20190012672    
11087260        20190188402    
11087260        20150199534    
11087260        20190182294    
11087260        9800606        
11087260        6427230        
11087260        9589110        
11087260        9654506        
11087260        9760849        
11087260        9135444        
11087260        20080028065    
11087260        10375115       
11087260        9154514        
11087260        6697824        
11087260        10510031       
11087260        20150169318    
11087260        20190148003    
11087260        7895260        
11087260        8667487        
11087260        9740985        
11087260        20170004055    
11087260        9224009        
11087260        20130262328    
11087260        20140257917    
11087260        10373409       
11087260        10019339       
11087260        20130085801    
11087260        9571509        
11087260        8392982        
11087260        6446120        
11087260        20180146004    
11087260        7562339        
11087260        9665722        
11087260        10289867       
11087260        20120323700    
11087260        9785795        
11087260        5764906        
11087260        20100235915    
11087260        20150019530    
11087260        20170124570    
11087260        7668947        
11087260        10142113       
11087260        8438644        
11087260        20090249076    
11087260        20100333012    
11087260        9477660        
11087260        20200074471    
11087260        7685577        
11087260        9055071        
11087260        20140012833    
11087260        9646095        
11087260        7039654        
11087260        9934544        
11087260        5668986        
11087260        9092796        
11087260        20110145154    
11087260        10108409       
11087260        20190005210    
11087260        9178901        
11087260        20190108353    
11087260        7430585        
11087260        7870540        
11087260        8732839        
11087260        20190156053    
11087260        9030987        
11087260        9286282        
11087260        9619652        
11087260        4536866        
11087260        5535393        
11087260        20180357243    
11087260        20160050213    
11087260        20180046753    
11087260        8706742        
11087260        20090303237    
11087260        20140196143    
11087260        9973518        
11087260        20140244325    
11087260        20160364736    
11087260        10706176       
11087260        20200311310    
11087260        7266566        
11087260        7076558        
11087260        20180083843    
11087260        7606790        
11087260        7725875        
11087260        8429597        
11087260        20160148143    
11087260        9894076        
11087260        10564935       
11087260        7401235        
11087260        8935198        
11087260        20050278538    
11087260        20070173355    
11087260        9584964        
11087260        20120143650    
11087260        10747897       
11087260        10326768       
11087260        8578036        
11087260        8904494        
11087260        9141823        
11087260        9805381        
11087260        9838839        
11087260        20060206375    
11087260        10776510       
11087260        20080282320    
11087260        20180165637    
11087260        20190268343    
11087260        9942244        
11087260        20190019184    
11087260        10075451       
11087260        8176334        
11087260        7039594        
11087260        20140244399    
11087260        7996372        
11087260        7640322        
11087260        9235476        
11087260        9521166        
11087260        6816944        
11087260        20150229664    
11087260        8239244        
11087260        8150717        
11087260        6993495        
11087260        20170046399    
11087260        7380120        
11087260        20090140035    
11087260        9552395        
11087260        9948663        
11087260        7330850        
11087260        8793781        
11087260        20070027715    
11087260        8984031        
11087260        7725474        
11087260        9483659        
11087260        20170289199    
11087260        9154556        
11087260        20150154520    
11087260        8707451        
11087260        9158655        
11087260        20150262189    
11087260        9401900        
11087260        9094434        
11087260        9767309        
11087260        8640110        
11087260        8681984        
11087260        20170208084    
11087260        20190266201    
11087260        9740987        
11087260        20120330769    
11087260        20190392170    
11087260        7058970        
11087260        8966575        
11087260        8763082        
11087260        9916703        
11087260        8180759        
11087260        20170154188    
11087260        20190087570    
11087260        6408336        
11087260        9721108        
11087260        20180301222    
11087260        7353204        
11087260        8959584        
11087260        20130124257    
11087260        9129311        
11087260        9426177        
11087260        6826693        
11087260        9887965        
11087260        20140283106    
11087260        6374237        
11087260        8560956        
11087260        7343434        
11087260        10373119       
11087260        10387657       
11087260        6886101        
11087260        10346186       
11087260        7383570        
11087260        20090172705    
11087260        6442688        
11087260        20030093680    
11087260        6985887        
11087260        10438016       
11087260        7958494        
11087260        10346638       
11087260        20160180386    
11087260        20170270318    
11087260        20200410132    
11087260        20160071112    
11087260        20020161594    
11087260        8990933        
11087260        9838407        
11087260        10289870       
11087260        20140337041    
11087260        9253609        
11087260        8196176        
11087260        8914299        
11087260        10984458       
11087260        9348862        
11087260        10127403       
11087260        20100228786    
11087260        20170193624    
11087260        10032172       
11087260        10650408       
11087260        20200252817    
11087260        6263335        
11087260        8250051        
11087260        8620952        
11087260        9606971        
11087260        20120102543    
11087260        9047582        
11087260        9170996        
11087260        10122663       
11087260        8032721        
11087260        10860742       
11087260        20150235050    
11087260        7047517        
11087260        8380630        
11087260        8918632        
11087260        20140032265    
11087260        10055426       
11087260        6755344        
11087260        9111295        
11087260        20050144066    
11087260        9049314        
11087260        20200210620    
11087260        10834590       
11087260        10169762       
11087260        10535081       
11087260        7590705        
11087260        9983936        
11087260        7247625        
11087260        20200344243    
11087260        8316237        
11087260        20140052463    
11087260        20180285887    
11087260        6904417        
11087260        9836598        
11087260        20100268628    
11087260        20140337466    
11087260        10284604       
11087260        20180248914    
11087260        20160378762    
11087260        8185409        
11087260        10785173       
11087260        9338188        
11087260        9369488        
11087260        7630874        
11087260        9898613        
11087260        20160321582    
11087260        9652314        
11087260        20100192201    
11087260        8176061        
11087260        8146074        
11087260        9336400        
11087260        9973585        
11087260        7424680        
11087260        8166406        
11087260        8423954        
11087260        10796020       
11087260        20140006355    
11087260        20200410131    
11087260        7975000        
11087260        9549047        
11087260        20170115864    
11087260        20090158249    
11087260        20140142988    
11087260        20150199702    
11087260        20150106949    
11087260        8856534        
11087260        8938221        
11087260        9280581        
11087260        9462009        
11087260        20180307859    
11087260        9003295        
11087260        7216340        
11087260        7930197        
11087260        20120226621    
11087260        9600181        
11087260        6016394        
11087260        6148342        
11087260        7181438        
11087260        8700524        
11087260        10102533       
11087260        20160140466    
11087260        20170180378    
11087260        7885841        
11087260        10353673       
11087260        10963571       
11087260        20170180505    
11087260        7391854        
11087260        10015164       
11087260        20140074645    
11087260        7673282        
11087260        20160026394    
11087260        7657476        
11087260        10546135       
11087260        9317715        
11087260        20040088235    
11087260        8082539        
11087260        20160321748    
11087260        10713387       
11087260        20190272492    
11087260        7853925        
11087260        9477523        
11087260        9450940        
11087260        9473446        
11087260        10091312       
11087260        9946897        
11087260        6732109        
11087260        10452866       
11087260        10740487       
11087260        6374252        
11087260        20140317171    
11087260        7322047        
11087260        8930897        
11087260        20100094650    
11087260        9201770        
11087260        8805925        
11087260        20160103963    
11087260        20170287031    
11087260        8799984        
11087260        7921152        
11087260        8578501        
11087260        9069940        
11087260        7171379        
11087260        10268838       
11087260        10769302       
11087260        9043480        
11087260        20150199541    
11087260        20200110589    
11087260        20200364369    
11087260        10572684       
11087260        7516882        
11087260        10437412       
11087260        10671749       
11087260        9734255        
11087260        10346635       
11087260        9619661        
11087260        20150033112    
11087260        7567541        
11087260        8914902        
11087260        9936127        
11087260        10685140       
11087260        20090187764    
11087260        20100205057    
11087260        20140222468    
11087260        20170249710    
11087260        10025804       
11087260        10564936       
11087260        7370025        
11087260        20080015927    
11087260        9183100        
11087260        8918306        
11087260        20160234319    
11087260        9106691        
11087260        9922124        
11087260        10310723       
11087260        8744894        
11087260        20150264417    
11087260        9344297        
11087260        9100778        
11087260        7606783        
11087260        8689292        
11087260        7650497        
11087260        10417401       
11087260        8996417        
11087260        20180082368    
11087260        20200372178    
11087260        9344424        
11087260        7124101        
11087260        9848005        
11087260        10878127       
11087260        20030097451    
11087260        20160188450    
11087260        9571991        
11087260        10348726       
11087260        20050197884    
11087260        20110006996    
11087260        10592648       
11087260        20150379430    
11087260        9553918        
11087260        20200090197    
11087260        7844640        
11087260        7225460        
11087260        7548968        
11087260        9172706        
11087260        20080195436    
11087260        8516076        
11087260        9672355        
11087260        20160012465    
11087260        10318761       
11087260        6253203        
11087260        7127741        
11087260        8667074        
11087260        20180349583    
11087260        8117441        
11087260        20120144499    
11087260        20070192438    
11087260        9552470        
11087260        7870608        
11087260        9411967        
11087260        9961070        
11087260        20090204452    
11087260        20160162269    
11087260        10732865       
11087260        9336332        
11087260        20170068785    
11087260        8769242        
11087260        10304442       
11087260        7127705        
11087260        20150143258    
11087260        10140666       
11087260        20160381560    
11087260        20170142158    
11087260        20180131658    
11087260        9473535        
11087260        9626124        
11087260        8935342        
11087260        10574705       
11087260        20190096020    
11087260        8156105        
11087260        20180352003    
11087260        10165011       
11087260        8146054        
11087260        8935266        
11087260        20190332802    
11087260        7275063        
11087260        8539359        
11087260        20070130101    
11087260        9026526        
11087260        10176503       
11087260        20170278004    
11087260        6611812        
11087260        9672053        
11087260        20150356362    
11087260        10749870       
11087260        9536108        
11087260        20090022301    
11087260        9215076        
11087260        20130254699    
11087260        7730142        
11087260        8677472        
11087260        9959582        
11087260        20170308875    
11087260        20030167216    
11087260        8474012        
11087260        9892442        
11087260        20170220685    
11087260        20170046753    
11087260        10129211       
11087260        20130111323    
11087260        9558497        
11087260        10564815       
11087260        10311042       
11087260        9990499        
11087260        10452864       
11087260        8627114        
11087260        8266231        
11087260        9860226        
11087260        8793614        
11087260        10013577       
11087260        9348802        
11087260        9767202        
11087260        20200356695    
11087260        8037409        
11087260        9317697        
11087260        10255602       
11087260        10706226       
11087260        20090216610    
11087260        20170330197    
11087260        9189642        
11087260        6993448        
11087260        6978270        
11087260        8429758        
11087260        20200293679    
11087260        8286239        
11087260        6757888        
11087260        20070061393    
11087260        20200082270    
11087260        20120116923    
11087260        20160232465    
11087260        20170220964    
11087260        7788212        
11087260        7487170        
11087260        20060253597    
11087260        6363488        
11087260        9953189        
11087260        20190333118    
11087260        20150242778    
11087260        20190384934    
11087260        6601233        
11087260        9465800        
11087260        10747893       
11087260        8578481        
11087260        20060031078    
11087260        20100100398    
11087260        20150310227    
11087260        20180131574    
11087260        20160342811    
11087260        20200410117    
11087260        8943548        
11087260        9288556        
11087260        20140108173    
11087260        9992213        
11087260        7313575        
11087260        8612993        
11087260        8826446        
11087260        7409354        
11087260        9344484        
11087260        9912625        
11087260        9152820        
11087260        10534851       
11087260        8683502        
11087260        8751285        
11087260        8275793        
11087260        8370794        
11087260        8565729        
11087260        7617167        
11087260        20160255139    
11087260        10572686       
11087260        20190138496    
11087260        10007895       
11087260        20050033616    
11087260        20140324480    
11087260        20160143570    
11087260        20200272764    
11087260        8832854        
11087260        20140143011    
11087260        10445526       
11087260        20210012341    
11087260        8601591        
11087260        7607120        
11087260        9384199        
11087260        10437860       
11087260        20130159351    
11087260        7493282        
11087260        20170171235    
11087260        10002064       
11087260        20020077941    
11087260        20080270203    
11087260        7877327        
11087260        8959568        
11087260        8943076        
11087260        9571526        
11087260        20090037975    
11087260        20040098493    
11087260        9201572        
11087260        8682698        
11087260        20150026260    
11087260        7069427        
11087260        20130340086    
11087260        20040025053    
11087260        20170316400    
11087260        7223234        
11087260        9798749        
11087260        20050198177    
11087260        6282548        
11087260        20090204820    
11087260        20130103485    
11087260        20160099963    
11087260        20160225000    
11087260        20190392171    
11087260        7953725        
11087260        9582681        
11087260        9942276        
11087260        10021143       
11087260        20060156052    
11087260        20140047551    
11087260        7917888        
11087260        20190378073    
11087260        7523053        
11087260        20190050547    
11087260        8578166        
11087260        8510199        
11087260        20070157311    
11087260        9336324        
11087260        10282370       
11087260        10091214       
11087260        10395201       
11087260        8418226        
11087260        10445508       
11087260        7051038        
11087260        20120110674    
11087260        7251624        
11087260        10671760       
11087260        7822620        
11087260        20190362268    
11087260        8095923        
11087260        7930753        
11087260        7657694        
11087260        9762553        
11087260        8650399        
11087260        20110137696    
11087260        8312549        
11087260        8214803        
11087260        9705880        
11087260        8819253        
11087260        7620644        
11087260        10846433       
11087260        10565236       
11087260        8615731        
11087260        6625602        
11087260        20170286719    
11087260        9215252        
11087260        7756987        
11087260        20170032395    
11087260        9064033        
11087260        9417859        
11087260        9288118        
11087260        20170353404    
11087260        20150149362    
11087260        9240987        
11087260        20150178740    
11087260        8429179        
11087260        20160292621    
11087260        10896394       
11087260        20130254649    
11087260        20200143797    
11087260        8966597        
11087260        20110082794    
11087260        8583694        
11087260        8996480        
11087260        6591272        
11087260        20050076294    
11087260        9571559        
11087260        20140289862    
11087260        20060224422    
11087260        9245126        
11087260        9864735        
11087260        20060075122    
11087260        20200020454    
11087260        20140019561    
11087260        20130218829    
11087260        7454508        
11087260        8504481        
11087260        8983972        
11087260        20190180051    
11087260        10122760       
11087260        7478157        
11087260        9460136        
11087260        8893286        
11087260        6122627        
11087260        8156158        
11087260        9081952        
11087260        9804928        
11087260        20080028435    
11087260        9760635        
11087260        9098515        
11087260        8234377        
11087260        8275632        
11087260        20180063174    
11087260        8793650        
11087260        20160034918    
11087260        20120259752    
11087260        10606916       
11087260        20140288971    
11087260        20140344015    
11087260        8769671        
11087260        7827523        
11087260        20160262163    
11087260        20020129216    
11087260        20200226196    
11087260        8832649        
11087260        7003560        
11087260        8977234        
11087260        8805707        
11087260        8812342        
11087260        9396332        
11087260        20030041250    
11087260        20090210347    
11087260        8977643        
11087260        9460307        
11087260        7774745        
11087260        7991559        
11087260        8914263        
11087260        10019741       
11087260        9892441        
11087260        9509674        
11087260        9524500        
11087260        20180239500    
11087260        7051036        
11087260        10223533       
11087260        20140040979    
11087260        9602529        
11087260        10404729       
11087260        20200210558    
11087260        7313699        
11087260        20150066577    
11087260        20080288271    
11087260        20140006616    
11087260        20180041498    
11087260        20200186355    
11087260        20110231896    
11087260        20120084349    
11087260        7788726        
11087260        20130185806    
11087260        20140089039    
11087260        10044761       
11087260        9501523        
11087260        8601467        
11087260        20110238573    
11087260        20150310575    
11087260        8020206        
11087260        9058590        
11087260        9800605        
11087260        9569752        
11087260        7143091        
11087260        8381180        
11087260        7966663        
11087260        8843487        
11087260        9537546        
11087260        7966599        
11087260        8997213        
11087260        9003552        
11087260        7398393        
11087260        20130290169    
11087260        7272818        
11087260        7681034        
11087260        10250594       
11087260        20180063190    
11087260        20140278730    
11087260        10181043       
11087260        6990454        
11087260        8626671        
11087260        10001975       
11087260        6938041        
11087260        9705840        
11087260        20150242858    
11087260        8606746        
11087260        8583766        
11087260        7954150        
11087260        7729940        
11087260        20020161733    
11087260        8468244        
11087260        8712813        
11087260        7120800        
11087260        9892444        
11087260        7167842        
11087260        10333975       
11087260        9798826        
11087260        7636742        
11087260        7454457        
11087260        7095854        
11087260        20140283027    
11087260        20170201518    
11087260        20040111359    
11087260        20160370954    
11087260        10558821       
11087260        20040186912    
11087260        8571909        
11087260        7302569        
11087260        20130004933    
11087260        20170161520    
11087260        8646072        
11087260        20190332807    
11087260        10776518       
11087260        7716242        
11087260        10521623       
11087260        7219066        
11087260        8819617        
11087260        20170177324    
11087260        10440062       
11087260        6996807        
11087260        10204154       
11087260        9898769        
11087260        6980987        
11087260        20170269791    
11087260        20120084151    
11087260        9177293        
11087260        20050022198    
11087260        8893078        
11087260        20130298071    
11087260        7849143        
11087260        8010612        
11087260        9477942        
11087260        20100121773    
11087260        9349016        
11087260        6272631        
11087260        20110252456    
11087260        20160048700    
11087260        8875232        
11087260        9411982        
11087260        20110191664    
11087260        8918392        
11087260        7584505        
11087260        10791150       
11087260        10430608       
11087260        20160164915    
11087260        20100082533    
11087260        5329447        
11087260        7665073        
11087260        20120239557    
11087260        10324960       
11087260        20060149730    
11087260        10567517       
11087260        20050114343    
11087260        9076231        
11087260        20130326112    
11087260        9654541        
11087260        7313825        
11087260        8893297        
11087260        20180039975    
11087260        6757685        
11087260        7340776        
11087260        20080235177    
11087260        20160063567    
11087260        9230036        
11087260        5913214        
11087260        8812752        
11087260        9384357        
11087260        20130219459    
11087260        20180351888    
11087260        8612420        
11087260        20170093917    
11087260        20070179793    
11087260        9123339        
11087260        20160381064    
11087260        10257127       
11087260        10073924       
11087260        8010720        
11087260        8793809        
11087260        7287280        
11087260        9077736        
11087260        9678794        
11087260        7133845        
11087260        9665733        
11087260        9509702        
11087260        9721078        
11087260        20070266420    
11087260        20200137097    
11087260        8346929        
11087260        8914342        
11087260        9111105        
11087260        20080047016    
11087260        6662357        
11087260        7587749        
11087260        20150012363    
11087260        8693689        
11087260        20180365720    
11087260        9691090        
11087260        9607041        
11087260        5761529        
11087260        20160261631    
11087260        6662192        
11087260        20160330237    
11087260        20020103854    
11087260        7853468        
11087260        9760697        
11087260        20160232534    
11087260        10726153       
11087260        7904487        
11087260        10275614       
11087260        9032067        
11087260        20070283171    
11087260        20050246292    
11087260        20100287114    
11087260        20180198614    
11087260        8661036        
11087260        20190156058    
11087260        7853470        
11087260        6240416        
11087260        20140244375    
11087260        10503926       
11087260        9729583        
11087260        20200220901    
11087260        20100268932    
11087260        9355157        
11087260        20180091476    
11087260        20150172296    
11087260        20160196189    
11087260        6484180        
11087260        9264443        
11087260        8812766        
11087260        20140258093    
11087260        8099709        
11087260        20190362169    
11087260        7213233        
11087260        7234065        
11087260        8069471        
11087260        8949137        
11087260        20120254320    
11087260        10972509       
11087260        8700699        
11087260        9043217        
11087260        9804649        
11087260        9350718        
11087260        20130018954    
11087260        7707224        
11087260        9811532        
11087260        10061847       
11087260        20110010202    
11087260        20130282466    
11087260        7315849        
11087260        7017105        
11087260        8930896        
11087260        20140164476    
11087260        20130171968    
11087260        8973108        
11087260        7801758        
11074367        6275824        
11074367        8463247        
11074367        7788222        
11074367        20190130132    
11074367        7962900        
11074367        8494894        
11074367        20120131438    
11074367        20190268344    
11074367        8713638        
11074367        8862507        
11074367        8719366        
11074367        10289857       
11074367        9853959        
11074367        20200183655    
11074367        9241259        
11074367        20170140174    
11074367        8688601        
11074367        9047463        
11074367        10565161       
11074367        20200242719    
11074367        7403942        
11074367        20200193018    
11074367        7512987        
11074367        9648036        
11074367        9817850        
11074367        8763071        
11074367        10909488       
11074367        20100235297    
11074367        20170140467    
11074367        20200092179    
11074367        20130332362    
11074367        9621566        
11074367        10796260       
11074367        20150254597    
11074367        7260830        
11074367        8429630        
11074367        20150261887    
11074367        20170041324    
11074367        8332908        
11074367        20180032757    
11074367        8176177        
11074367        20150235283    
11074367        8205140        
11074367        7613700        
11074367        20200193022    
11074367        20150269384    
11074367        10726158       
11074367        10402545       
11074367        6463488        
11074367        20180375814    
11074367        10762236       
11074367        7203929        
11074367        7284271        
11074367        7712029        
11074367        9232040        
11074367        20060259416    
11074367        20160063523    
11074367        20160125550    
11074367        20070130323    
11074367        8656456        
11074367        7966310        
11074367        20070180490    
11074367        20120330869    
11074367        20030097661    
11074367        10678945       
11074367        10069914       
11074367        7756826        
11074367        20090012896    
11074367        20160246991    
11074367        8069161        
11074367        6901346        
11074367        20030212604    
11074367        7630998        
11074367        7139999        
11074367        9529989        
11074367        20100077484    
11074367        5404299        
11074367        8473324        
11074367        8788935        
11074367        9489366        
11074367        7281020        
11074367        10613971       
11074367        20090182818    
11074367        10028226       
11074367        20130318207    
11074367        20190266350    
11074367        20100223349    
11074367        20030065641    
11074367        9578173        
11074367        6519571        
11074367        20170142177    
11074367        20150106867    
11074367        10311475       
11074367        20140208418    
11074367        6725200        
11074367        8566938        
11074367        9852150        
11074367        20030115142    
11074367        20100234987    
11074367        20140089027    
11074367        20140040161    
11074367        9928379        
11074367        8560645        
11074367        7665125        
11074367        10536475       
11074367        5276735        
11074367        10387952       
11074367        20030131001    
11074367        20030130893    
11074367        7590972        
11074367        6925443        
11074367        7693593        
11074367        20040098366    
11074367        8630961        
11074367        9231935        
11074367        20080281649    
11074367        8103962        
11074367        8767947        
11074367        20130179982    
11074367        8978158        
11074367        9507960        
11074367        10181051       
11074367        5193162        
11074367        8176470        
11074367        7340447        
11074367        9959551        
11074367        8839232        
11074367        9621357        
11074367        20110208850    
11074367        8341405        
11074367        9923927        
11074367        9424021        
11074367        7653592        
11074367        8533746        
11074367        7367014        
11074367        9727751        
11074367        6606744        
11074367        20140244309    
11074367        20180374030    
11074367        9892443        
11074367        10257181       
11074367        20090138276    
11074367        7917963        
11074367        8041913        
11074367        9825928        
11074367        8019881        
11074367        7752124        
11074367        6983221        
11074367        7013290        
11074367        20150106948    
11074367        9542568        
11074367        20170278117    
11074367        10158676       
11074367        8713098        
11074367        20080120699    
11074367        8805806        
11074367        8561153        
11074367        8024384        
11074367        7873541        
11074367        10885485       
11074367        20090144702    
11074367        8380743        
11074367        8935804        
11074367        5560005        
11074367        10628553       
11074367        20190294818    
11074367        9021469        
11074367        9386104        
11074367        10311492       
11074367        9842042        
11074367        7529836        
11074367        7290275        
11074367        9842349        
11074367        8621637        
11074367        10019591       
11074367        20180219917    
11074367        10454934       
11074367        9769124        
11074367        20100281313    
11074367        20130311224    
11074367        7788632        
11074367        20140278663    
11074367        7958087        
11074367        9882935        
11074367        20150309813    
11074367        20160125749    
11074367        9202085        
11074367        9642008        
11074367        10387559       
11074367        7552480        
11074367        20160125751    
11074367        20200302089    
11074367        7603356        
11074367        20140040134    
11074367        9704103        
11074367        20030131093    
11074367        7003662        
11074367        10289866       
11074367        9977904        
11074367        9465702        
11074367        9760620        
11074367        20170034101    
11074367        9877138        
11074367        20140032259    
11074367        8589183        
11074367        9460171        
11074367        20170206707    
11074367        10659566       
11074367        7877812        
11074367        9135261        
11074367        7685561        
11074367        10019588       
11074367        7356559        
11074367        10361857       
11074367        20110209067    
11074367        10212175       
11074367        8539437        
11074367        9817978        
11074367        7284232        
11074367        10187363       
11074367        8955038        
11074367        20150235049    
11074367        10481763       
11074367        7412402        
11074367        9356961        
11074367        9749408        
11074367        9912810        
11074367        8255468        
11074367        9984252        
11074367        20170032408    
11074367        8364713        
11074367        7480755        
11074367        9009851        
11074367        20040193907    
11074367        20140188956    
11074367        20190012672    
11074367        20190188402    
11074367        20150199534    
11074367        20190182294    
11074367        9800606        
11074367        6427230        
11074367        9589110        
11074367        9654506        
11074367        9760849        
11074367        9135444        
11074367        20080028065    
11074367        10375115       
11074367        9154514        
11074367        6697824        
11074367        10510031       
11074367        20150169318    
11074367        20190148003    
11074367        7895260        
11074367        8667487        
11074367        9740985        
11074367        20170004055    
11074367        9224009        
11074367        20130262328    
11074367        20140257917    
11074367        10373409       
11074367        10019339       
11074367        20130085801    
11074367        9571509        
11074367        8392982        
11074367        6446120        
11074367        20180146004    
11074367        7562339        
11074367        9665722        
11074367        10289867       
11074367        20120323700    
11074367        9785795        
11074367        5764906        
11074367        20100235915    
11074367        20150019530    
11074367        20170124570    
11074367        7668947        
11074367        10142113       
11074367        8438644        
11074367        20090249076    
11074367        20100333012    
11074367        9477660        
11074367        20200074471    
11074367        7685577        
11074367        9055071        
11074367        20140012833    
11074367        9646095        
11074367        7039654        
11074367        9934544        
11074367        5668986        
11074367        9092796        
11074367        20110145154    
11074367        10108409       
11074367        20190005210    
11074367        9178901        
11074367        20190108353    
11074367        7430585        
11074367        7870540        
11074367        8732839        
11074367        20190156053    
11074367        9030987        
11074367        9286282        
11074367        9619652        
11074367        20180357243    
11074367        5535393        
11074367        20160050213    
11074367        20180046753    
11074367        8706742        
11074367        20090303237    
11074367        20140196143    
11074367        9973518        
11074367        20140244325    
11074367        20160364736    
11074367        10706176       
11074367        20200311310    
11074367        7266566        
11074367        7076558        
11074367        20180083843    
11074367        7606790        
11074367        7725875        
11074367        8429597        
11074367        20160148143    
11074367        9894076        
11074367        10564935       
11074367        7401235        
11074367        8935198        
11074367        20050278538    
11074367        20070173355    
11074367        9584964        
11074367        20120143650    
11074367        10747897       
11074367        10326768       
11074367        8578036        
11074367        8904494        
11074367        9141823        
11074367        9805381        
11074367        9838839        
11074367        20060206375    
11074367        10776510       
11074367        20080282320    
11074367        20180165637    
11074367        20190268343    
11074367        9942244        
11074367        5757685        
11074367        20190019184    
11074367        10075451       
11074367        8176334        
11074367        7039594        
11074367        20140244399    
11074367        7996372        
11074367        7640322        
11074367        9235476        
11074367        9521166        
11074367        6816944        
11074367        20150229664    
11074367        8239244        
11074367        8150717        
11074367        6993495        
11074367        20170046399    
11074367        7380120        
11074367        20090140035    
11074367        9552395        
11074367        9948663        
11074367        7330850        
